gene,in_ST,in_scRNA,exact_overlap,case_insensitive_overlap,used_for_formal_overlap
LINC00928,True,False,False,False,False
LINC00929,True,False,False,False,False
LINC00930,True,False,False,False,False
LINC00934,True,False,False,False,False
LINC00937,True,False,False,False,False
LINC00939,True,False,False,False,False
LINC00940,True,False,False,False,False
LINC00941,True,False,False,False,False
LINC00942,True,False,False,False,False
LINC00943,True,False,False,False,False
LINC00944,True,False,False,False,False
LINC00945,True,False,False,False,False
LINC00951,True,False,False,False,False
LINC00954,True,False,False,False,False
LINC00957,True,False,False,False,False
LINC00958,True,False,False,False,False
LINC00960,True,False,False,False,False
LINC00964,True,False,False,False,False
LINC00967,True,False,False,False,False
LINC00968,True,False,False,False,False
LINC00970,True,False,False,False,False
LINC00971,True,False,False,False,False
LINC00972,True,False,False,False,False
LINC00973,True,False,False,False,False
LINC00974,True,False,False,False,False
LINC00982,True,False,False,False,False
LINC00987,True,False,False,False,False
LINC00989,True,False,False,False,False
LINC00992,True,False,False,False,False
LINC00994,True,False,False,False,False
LINC00996,True,False,False,False,False
LINC00997,True,False,False,False,False
LINC01001,True,False,False,False,False
LINC01003,True,False,False,False,False
LINC01004,True,False,False,False,False
LINC01005,True,False,False,False,False
LINC01006,True,False,False,False,False
LINC01007,True,False,False,False,False
LINC01010,True,False,False,False,False
LINC01011,True,False,False,False,False
LINC01013,True,False,False,False,False
LINC01015,True,False,False,False,False
LINC01016,True,False,False,False,False
LINC01017,True,False,False,False,False
LINC01018,True,False,False,False,False
LINC01019,True,False,False,False,False
LINC01020,True,False,False,False,False
LINC01022,True,False,False,False,False
LINC01023,True,False,False,False,False
LINC01028,True,False,False,False,False
LINC01029,True,False,False,False,False
LINC01030,True,False,False,False,False
LINC01031,True,False,False,False,False
LINC01033,True,False,False,False,False
LINC01034,True,False,False,False,False
LINC01035,True,False,False,False,False
LINC01038,True,False,False,False,False
LINC01039,True,False,False,False,False
LINC01040,True,False,False,False,False
LINC01043,True,False,False,False,False
LINC01044,True,False,False,False,False
LINC01046,True,False,False,False,False
LINC01047,True,False,False,False,False
LINC01048,True,False,False,False,False
LINC01049,True,False,False,False,False
LINC01050,True,False,False,False,False
LINC01052,True,False,False,False,False
LINC01053,True,False,False,False,False
LINC01054,True,False,False,False,False
LINC01055,True,False,False,False,False
LINC01056,True,False,False,False,False
LINC01058,True,False,False,False,False
LINC01060,True,False,False,False,False
LINC01063,True,False,False,False,False
LINC01065,True,False,False,False,False
LINC01066,True,False,False,False,False
LINC01067,True,False,False,False,False
LINC01068,True,False,False,False,False
LINC01069,True,False,False,False,False
LINC01070,True,False,False,False,False
LINC01072,True,False,False,False,False
LINC01074,True,False,False,False,False
LINC01075,True,False,False,False,False
LINC01076,True,False,False,False,False
LINC01077,True,False,False,False,False
LINC01078,True,False,False,False,False
LINC01079,True,False,False,False,False
LINC01080,True,False,False,False,False
LINC01081,True,False,False,False,False
LINC01082,True,False,False,False,False
LINC01087,True,False,False,False,False
LINC01088,True,False,False,False,False
LINC01089,True,False,False,False,False
LINC01090,True,False,False,False,False
LINC01091,True,False,False,False,False
LINC01093,True,False,False,False,False
LINC01094,True,False,False,False,False
LINC01095,True,False,False,False,False
LINC01096,True,False,False,False,False
LINC01097,True,False,False,False,False
LINC01098,True,False,False,False,False
LINC01099,True,False,False,False,False
LINC01100,True,False,False,False,False
LINC01102,True,False,False,False,False
LINC01103,True,False,False,False,False
LINC01104,True,False,False,False,False
LINC01106,True,False,False,False,False
LINC01107,True,False,False,False,False
LINC01108,True,False,False,False,False
LINC01109,True,False,False,False,False
LINC01111,True,False,False,False,False
LINC01114,True,False,False,False,False
LINC01115,True,False,False,False,False
LINC01116,True,False,False,False,False
LINC01117,True,False,False,False,False
LINC01118,True,False,False,False,False
LINC01119,True,False,False,False,False
LINC01120,True,False,False,False,False
LINC01122,True,False,False,False,False
LINC01123,True,False,False,False,False
LINC01124,True,False,False,False,False
LINC01126,True,False,False,False,False
LINC01127,True,False,False,False,False
LINC01132,True,False,False,False,False
LINC01133,True,False,False,False,False
LINC01134,True,False,False,False,False
LINC01135,True,False,False,False,False
LINC01136,True,False,False,False,False
LINC01137,True,False,False,False,False
LINC01139,True,False,False,False,False
LINC01140,True,False,False,False,False
LINC01141,True,False,False,False,False
LINC01142,True,False,False,False,False
LINC01143,True,False,False,False,False
LINC01144,True,False,False,False,False
LINC01146,True,False,False,False,False
LINC01148,True,False,False,False,False
LINC01149,True,False,False,False,False
LINC01150,True,False,False,False,False
LINC01151,True,False,False,False,False
LINC01152,True,False,False,False,False
LINC01153,True,False,False,False,False
LINC01154,True,False,False,False,False
LINC01160,True,False,False,False,False
LINC01162,True,False,False,False,False
LINC01164,True,False,False,False,False
LINC01165,True,False,False,False,False
LINC01166,True,False,False,False,False
LINC01167,True,False,False,False,False
LINC01168,True,False,False,False,False
LINC01169,True,False,False,False,False
LINC01170,True,False,False,False,False
LINC01173,True,False,False,False,False
LINC01176,True,False,False,False,False
LINC01177,True,False,False,False,False
LINC01179,True,False,False,False,False
LINC01180,True,False,False,False,False
LINC01181,True,False,False,False,False
LINC01182,True,False,False,False,False
LINC01184,True,False,False,False,False
LINC01185,True,False,False,False,False
LINC01186,True,False,False,False,False
LINC01187,True,False,False,False,False
LINC01189,True,False,False,False,False
LINC01191,True,False,False,False,False
LINC01192,True,False,False,False,False
LINC01193,True,False,False,False,False
LINC01194,True,False,False,False,False
LINC01195,True,False,False,False,False
LINC01197,True,False,False,False,False
LINC01198,True,False,False,False,False
LINC01201,True,False,False,False,False
LINC01202,True,False,False,False,False
LINC01203,True,False,False,False,False
LINC01204,True,False,False,False,False
LINC01205,True,False,False,False,False
LINC01206,True,False,False,False,False
LINC01208,True,False,False,False,False
LINC01209,True,False,False,False,False
LINC01210,True,False,False,False,False
LINC01213,True,False,False,False,False
LINC01214,True,False,False,False,False
LINC01215,True,False,False,False,False
LINC01219,True,False,False,False,False
LINC01220,True,False,False,False,False
LINC01221,True,False,False,False,False
LINC01222,True,False,False,False,False
LINC01224,True,False,False,False,False
LINC01227,True,False,False,False,False
LINC01228,True,False,False,False,False
LINC01229,True,False,False,False,False
LINC01230,True,False,False,False,False
LINC01231,True,False,False,False,False
LINC01233,True,False,False,False,False
LINC01234,True,False,False,False,False
LINC01235,True,False,False,False,False
LINC01238,True,False,False,False,False
LINC01238.1,True,False,False,False,False
LINC01239,True,False,False,False,False
LINC01241,True,False,False,False,False
LINC01242,True,False,False,False,False
LINC01243,True,False,False,False,False
LINC01247,True,False,False,False,False
LINC01248,True,False,False,False,False
LINC01249,True,False,False,False,False
LINC01250,True,False,False,False,False
LINC01251,True,False,False,False,False
LINC01252,True,False,False,False,False
LINC01254,True,False,False,False,False
LINC01255,True,False,False,False,False
LINC01256,True,False,False,False,False
LINC01257,True,False,False,False,False
LINC01258,True,False,False,False,False
LINC01259,True,False,False,False,False
LINC01260,True,False,False,False,False
LINC01262,True,False,False,False,False
LINC01264,True,False,False,False,False
LINC01266,True,False,False,False,False
LINC01267,True,False,False,False,False
LINC01268,True,False,False,False,False
LINC01269,True,False,False,False,False
LINC01270,True,False,False,False,False
LINC01271,True,False,False,False,False
LINC01273,True,False,False,False,False
LINC01276,True,False,False,False,False
LINC01277,True,False,False,False,False
LINC01280,True,False,False,False,False
LINC01281,True,False,False,False,False
LINC01282,True,False,False,False,False
LINC01284,True,False,False,False,False
LINC01285,True,False,False,False,False
LINC01287,True,False,False,False,False
LINC01288,True,False,False,False,False
LINC01289,True,False,False,False,False
LINC01290,True,False,False,False,False
LINC01291,True,False,False,False,False
LINC01293,True,False,False,False,False
LINC01297,True,False,False,False,False
LINC01298,True,False,False,False,False
LINC01299,True,False,False,False,False
LINC01300,True,False,False,False,False
LINC01301,True,False,False,False,False
LINC01303,True,False,False,False,False
LINC01304,True,False,False,False,False
LINC01305,True,False,False,False,False
LINC01307,True,False,False,False,False
LINC01309,True,False,False,False,False
LINC01310,True,False,False,False,False
LINC01311,True,False,False,False,False
LINC01312,True,False,False,False,False
LINC01315,True,False,False,False,False
LINC01317,True,False,False,False,False
LINC01318,True,False,False,False,False
LINC01320,True,False,False,False,False
LINC01322,True,False,False,False,False
LINC01323,True,False,False,False,False
LINC01324,True,False,False,False,False
LINC01326,True,False,False,False,False
LINC01327,True,False,False,False,False
LINC01331,True,False,False,False,False
LINC01332,True,False,False,False,False
LINC01333,True,False,False,False,False
LINC01335,True,False,False,False,False
LINC01336,True,False,False,False,False
LINC01337,True,False,False,False,False
LINC01338,True,False,False,False,False
LINC01340,True,False,False,False,False
LINC01342,True,False,False,False,False
LINC01343,True,False,False,False,False
LINC01344,True,False,False,False,False
LINC01345,True,False,False,False,False
LINC01346,True,False,False,False,False
LINC01348,True,False,False,False,False
LINC01349,True,False,False,False,False
LINC01350,True,False,False,False,False
LINC01351,True,False,False,False,False
LINC01352,True,False,False,False,False
LINC01353,True,False,False,False,False
LINC01354,True,False,False,False,False
LINC01355,True,False,False,False,False
LINC01356,True,False,False,False,False
LINC01358,True,False,False,False,False
LINC01360,True,False,False,False,False
LINC01361,True,False,False,False,False
LINC01362,True,False,False,False,False
LINC01363,True,False,False,False,False
LINC01364,True,False,False,False,False
LINC01365,True,False,False,False,False
LINC01366,True,False,False,False,False
LINC01370,True,False,False,False,False
LINC01372,True,False,False,False,False
LINC01374,True,False,False,False,False
LINC01375,True,False,False,False,False
LINC01376,True,False,False,False,False
LINC01378,True,False,False,False,False
LINC01381,True,False,False,False,False
LINC01384,True,False,False,False,False
LINC01385,True,False,False,False,False
LINC01386,True,False,False,False,False
LINC01387,True,False,False,False,False
LINC01388,True,False,False,False,False
LINC01389,True,False,False,False,False
LINC01391,True,False,False,False,False
LINC01392,True,False,False,False,False
LINC01393,True,False,False,False,False
LINC01394,True,False,False,False,False
LINC01396,True,False,False,False,False
LINC01397,True,False,False,False,False
LINC01400,True,False,False,False,False
LINC01402,True,False,False,False,False
LINC01405,True,False,False,False,False
LINC01410,True,False,False,False,False
LINC01411,True,False,False,False,False
LINC01412,True,False,False,False,False
LINC01413,True,False,False,False,False
LINC01415,True,False,False,False,False
LINC01416,True,False,False,False,False
LINC01419,True,False,False,False,False
LINC01422,True,False,False,False,False
LINC01423,True,False,False,False,False
LINC01424,True,False,False,False,False
LINC01425,True,False,False,False,False
LINC01426,True,False,False,False,False
LINC01427,True,False,False,False,False
LINC01428,True,False,False,False,False
LINC01429,True,False,False,False,False
LINC01431,True,False,False,False,False
LINC01432,True,False,False,False,False
LINC01433,True,False,False,False,False
LINC01435,True,False,False,False,False
LINC01436,True,False,False,False,False
LINC01438,True,False,False,False,False
LINC01440,True,False,False,False,False
LINC01441,True,False,False,False,False
LINC01442,True,False,False,False,False
LINC01443,True,False,False,False,False
LINC01444,True,False,False,False,False
LINC01445,True,False,False,False,False
LINC01446,True,False,False,False,False
LINC01447,True,False,False,False,False
LINC01448,True,False,False,False,False
LINC01449,True,False,False,False,False
LINC01450,True,False,False,False,False
LINC01455,True,False,False,False,False
LINC01456,True,False,False,False,False
LINC01460,True,False,False,False,False
LINC01465,True,False,False,False,False
LINC01467,True,False,False,False,False
LINC01468,True,False,False,False,False
LINC01470,True,False,False,False,False
LINC01471,True,False,False,False,False
LINC01473,True,False,False,False,False
LINC01474,True,False,False,False,False
LINC01475,True,False,False,False,False
LINC01476,True,False,False,False,False
LINC01477,True,False,False,False,False
LINC01478,True,False,False,False,False
LINC01479,True,False,False,False,False
LINC01480,True,False,False,False,False
LINC01481,True,False,False,False,False
LINC01482,True,False,False,False,False
LINC01483,True,False,False,False,False
LINC01484,True,False,False,False,False
LINC01485,True,False,False,False,False
LINC01486,True,False,False,False,False
LINC01487,True,False,False,False,False
LINC01488,True,False,False,False,False
LINC01489,True,False,False,False,False
LINC01490,True,False,False,False,False
LINC01491,True,False,False,False,False
LINC01492,True,False,False,False,False
LINC01493,True,False,False,False,False
LINC01494,True,False,False,False,False
LINC01495,True,False,False,False,False
LINC01496,True,False,False,False,False
LINC01497,True,False,False,False,False
LINC01498,True,False,False,False,False
LINC01499,True,False,False,False,False
LINC01500,True,False,False,False,False
LINC01501,True,False,False,False,False
LINC01502,True,False,False,False,False
LINC01503,True,False,False,False,False
LINC01504,True,False,False,False,False
LINC01505,True,False,False,False,False
LINC01505.1,True,False,False,False,False
LINC01506,True,False,False,False,False
LINC01507,True,False,False,False,False
LINC01508,True,False,False,False,False
LINC01509,True,False,False,False,False
LINC01510,True,False,False,False,False
LINC01511,True,False,False,False,False
LINC01513,True,False,False,False,False
LINC01514,True,False,False,False,False
LINC01515,True,False,False,False,False
LINC01516,True,False,False,False,False
LINC01518,True,False,False,False,False
LINC01519,True,False,False,False,False
LINC01520,True,False,False,False,False
LINC01521,True,False,False,False,False
LINC01522,True,False,False,False,False
LINC01523,True,False,False,False,False
LINC01524,True,False,False,False,False
LINC01525,True,False,False,False,False
LINC01526,True,False,False,False,False
LINC01527,True,False,False,False,False
LINC01531,True,False,False,False,False
LINC01532,True,False,False,False,False
LINC01533,True,False,False,False,False
LINC01534,True,False,False,False,False
LINC01535,True,False,False,False,False
LINC01537,True,False,False,False,False
LINC01538,True,False,False,False,False
LINC01539,True,False,False,False,False
LINC01541,True,False,False,False,False
LINC01543,True,False,False,False,False
LINC01544,True,False,False,False,False
LINC01545,True,False,False,False,False
LINC01546,True,False,False,False,False
LINC01547,True,False,False,False,False
LINC01548,True,False,False,False,False
LINC01549,True,False,False,False,False
LINC01550,True,False,False,False,False
LINC01551,True,False,False,False,False
LINC01553,True,False,False,False,False
LINC01554,True,False,False,False,False
LINC01555,True,False,False,False,False
LINC01556,True,False,False,False,False
LINC01558,True,False,False,False,False
LINC01559,True,False,False,False,False
LINC01560,True,False,False,False,False
LINC01561,True,False,False,False,False
LINC01562,True,False,False,False,False
LINC01563,True,False,False,False,False
LINC01564,True,False,False,False,False
LINC01565,True,False,False,False,False
LINC01566,True,False,False,False,False
LINC01567,True,False,False,False,False
LINC01568,True,False,False,False,False
LINC01569,True,False,False,False,False
LINC01570,True,False,False,False,False
LINC01571,True,False,False,False,False
LINC01572,True,False,False,False,False
LINC01574,True,False,False,False,False
LINC01579,True,False,False,False,False
LINC01580,True,False,False,False,False
LINC01581,True,False,False,False,False
LINC01582,True,False,False,False,False
LINC01583,True,False,False,False,False
LINC01584,True,False,False,False,False
LINC01586,True,False,False,False,False
LINC01588,True,False,False,False,False
LINC01589,True,False,False,False,False
LINC01591,True,False,False,False,False
LINC01592,True,False,False,False,False
LINC01593,True,False,False,False,False
LINC01594,True,False,False,False,False
LINC01595,True,False,False,False,False
LINC01596,True,False,False,False,False
LINC01597,True,False,False,False,False
LINC01598,True,False,False,False,False
LINC01600,True,False,False,False,False
LINC01602,True,False,False,False,False
LINC01603,True,False,False,False,False
LINC01605,True,False,False,False,False
LINC01606,True,False,False,False,False
LINC01607,True,False,False,False,False
LINC01608,True,False,False,False,False
LINC01609,True,False,False,False,False
LINC01611,True,False,False,False,False
LINC01612,True,False,False,False,False
LINC01613,True,False,False,False,False
LINC01614,True,False,False,False,False
LINC01615,True,False,False,False,False
LINC01616,True,False,False,False,False
LINC01618,True,False,False,False,False
LINC01620,True,False,False,False,False
LINC01621,True,False,False,False,False
LINC01623,True,False,False,False,False
LINC01624,True,False,False,False,False
LINC01625,True,False,False,False,False
LINC01626,True,False,False,False,False
LINC01627,True,False,False,False,False
LINC01628,True,False,False,False,False
LINC01629,True,False,False,False,False
LINC01630,True,False,False,False,False
LINC01632,True,False,False,False,False
LINC01633,True,False,False,False,False
LINC01634,True,False,False,False,False
LINC01635,True,False,False,False,False
LINC01637,True,False,False,False,False
LINC01638,True,False,False,False,False
LINC01639,True,False,False,False,False
LINC01640,True,False,False,False,False
LINC01641,True,False,False,False,False
LINC01643,True,False,False,False,False
LINC01644,True,False,False,False,False
LINC01645,True,False,False,False,False
LINC01646,True,False,False,False,False
LINC01647,True,False,False,False,False
LINC01648,True,False,False,False,False
LINC01649,True,False,False,False,False
LINC01650,True,False,False,False,False
LINC01651,True,False,False,False,False
LINC01653,True,False,False,False,False
LINC01654,True,False,False,False,False
LINC01655,True,False,False,False,False
LINC01656,True,False,False,False,False
LINC01657,True,False,False,False,False
LINC01658,True,False,False,False,False
LINC01659,True,False,False,False,False
LINC01660,True,False,False,False,False
LINC01661,True,False,False,False,False
LINC01662,True,False,False,False,False
LINC01663,True,False,False,False,False
LINC01664,True,False,False,False,False
LINC01665,True,False,False,False,False
LINC01666,True,False,False,False,False
LINC01667,True,False,False,False,False
LINC01668,True,False,False,False,False
LINC01669,True,False,False,False,False
LINC01670,True,False,False,False,False
LINC01671,True,False,False,False,False
LINC01672,True,False,False,False,False
LINC01673,True,False,False,False,False
LINC01674,True,False,False,False,False
LINC01675,True,False,False,False,False
LINC01676,True,False,False,False,False
LINC01677,True,False,False,False,False
LINC01678,True,False,False,False,False
LINC01679,True,False,False,False,False
LINC01680,True,False,False,False,False
LINC01681,True,False,False,False,False
LINC01682,True,False,False,False,False
LINC01683,True,False,False,False,False
LINC01684,True,False,False,False,False
LINC01685,True,False,False,False,False
LINC01686,True,False,False,False,False
LINC01687,True,False,False,False,False
LINC01688,True,False,False,False,False
LINC01689,True,False,False,False,False
LINC01690,True,False,False,False,False
LINC01691,True,False,False,False,False
LINC01692,True,False,False,False,False
LINC01693,True,False,False,False,False
LINC01694,True,False,False,False,False
LINC01695,True,False,False,False,False
LINC01696,True,False,False,False,False
LINC01698,True,False,False,False,False
LINC01699,True,False,False,False,False
LINC01700,True,False,False,False,False
LINC01701,True,False,False,False,False
LINC01702,True,False,False,False,False
LINC01703,True,False,False,False,False
LINC01704,True,False,False,False,False
LINC01705,True,False,False,False,False
LINC01706,True,False,False,False,False
LINC01707,True,False,False,False,False
LINC01708,True,False,False,False,False
LINC01709,True,False,False,False,False
LINC01710,True,False,False,False,False
LINC01711,True,False,False,False,False
LINC01712,True,False,False,False,False
LINC01713,True,False,False,False,False
LINC01714,True,False,False,False,False
LINC01715,True,False,False,False,False
LINC01716,True,False,False,False,False
LINC01717,True,False,False,False,False
LINC01718,True,False,False,False,False
LINC01719,True,False,False,False,False
LINC01720,True,False,False,False,False
LINC01721,True,False,False,False,False
LINC01722,True,False,False,False,False
LINC01723,True,False,False,False,False
LINC01724,True,False,False,False,False
LINC01725,True,False,False,False,False
LINC01726,True,False,False,False,False
LINC01727,True,False,False,False,False
LINC01728,True,False,False,False,False
LINC01729,True,False,False,False,False
LINC01730,True,False,False,False,False
LINC01731,True,False,False,False,False
LINC01732,True,False,False,False,False
LINC01733,True,False,False,False,False
LINC01734,True,False,False,False,False
LINC01735,True,False,False,False,False
LINC01736,True,False,False,False,False
LINC01737,True,False,False,False,False
LINC01738,True,False,False,False,False
LINC01739,True,False,False,False,False
LINC01740,True,False,False,False,False
LINC01741,True,False,False,False,False
LINC01742,True,False,False,False,False
LINC01743,True,False,False,False,False
LINC01744,True,False,False,False,False
LINC01745,True,False,False,False,False
LINC01746,True,False,False,False,False
LINC01747,True,False,False,False,False
LINC01748,True,False,False,False,False
LINC01749,True,False,False,False,False
LINC01750,True,False,False,False,False
LINC01751,True,False,False,False,False
LINC01752,True,False,False,False,False
LINC01753,True,False,False,False,False
LINC01754,True,False,False,False,False
LINC01755,True,False,False,False,False
LINC01756,True,False,False,False,False
LINC01757,True,False,False,False,False
LINC01758,True,False,False,False,False
LINC01759,True,False,False,False,False
LINC01760,True,False,False,False,False
LINC01761,True,False,False,False,False
LINC01762,True,False,False,False,False
LINC01763,True,False,False,False,False
LINC01764,True,False,False,False,False
LINC01765,True,False,False,False,False
LINC01766,True,False,False,False,False
LINC01767,True,False,False,False,False
LINC01768,True,False,False,False,False
LINC01770,True,False,False,False,False
LINC01771,True,False,False,False,False
LINC01772,True,False,False,False,False
LINC01774,True,False,False,False,False
LINC01775,True,False,False,False,False
LINC01776,True,False,False,False,False
LINC01777,True,False,False,False,False
LINC01778,True,False,False,False,False
LINC01779,True,False,False,False,False
LINC01780,True,False,False,False,False
LINC01781,True,False,False,False,False
LINC01782,True,False,False,False,False
LINC01783,True,False,False,False,False
LINC01784,True,False,False,False,False
LINC01785,True,False,False,False,False
LINC01786,True,False,False,False,False
LINC01787,True,False,False,False,False
LINC01788,True,False,False,False,False
LINC01789,True,False,False,False,False
LINC01790,True,False,False,False,False
LINC01791,True,False,False,False,False
LINC01792,True,False,False,False,False
LINC01793,True,False,False,False,False
LINC01794,True,False,False,False,False
LINC01795,True,False,False,False,False
LINC01796,True,False,False,False,False
LINC01797,True,False,False,False,False
LINC01798,True,False,False,False,False
LINC01799,True,False,False,False,False
LINC01800,True,False,False,False,False
LINC01801,True,False,False,False,False
LINC01802,True,False,False,False,False
LINC01803,True,False,False,False,False
LINC01804,True,False,False,False,False
LINC01805,True,False,False,False,False
LINC01806,True,False,False,False,False
LINC01807,True,False,False,False,False
LINC01808,True,False,False,False,False
LINC01809,True,False,False,False,False
LINC01810,True,False,False,False,False
LINC01811,True,False,False,False,False
LINC01812,True,False,False,False,False
LINC01813,True,False,False,False,False
LINC01814,True,False,False,False,False
LINC01815,True,False,False,False,False
LINC01816,True,False,False,False,False
LINC01817,True,False,False,False,False
LINC01818,True,False,False,False,False
LINC01819,True,False,False,False,False
LINC01820,True,False,False,False,False
LINC01821,True,False,False,False,False
LINC01822,True,False,False,False,False
LINC01823,True,False,False,False,False
LINC01824,True,False,False,False,False
LINC01825,True,False,False,False,False
LINC01826,True,False,False,False,False
LINC01827,True,False,False,False,False
LINC01828,True,False,False,False,False
LINC01829,True,False,False,False,False
LINC01830,True,False,False,False,False
LINC01831,True,False,False,False,False
LINC01832,True,False,False,False,False
LINC01833,True,False,False,False,False
LINC01834,True,False,False,False,False
LINC01836,True,False,False,False,False
LINC01837,True,False,False,False,False
LINC01838,True,False,False,False,False
LINC01839,True,False,False,False,False
LINC01840,True,False,False,False,False
LINC01841,True,False,False,False,False
LINC01842,True,False,False,False,False
LINC01843,True,False,False,False,False
LINC01844,True,False,False,False,False
LINC01845,True,False,False,False,False
LINC01846,True,False,False,False,False
LINC01847,True,False,False,False,False
LINC01848,True,False,False,False,False
LINC01849,True,False,False,False,False
LINC01850,True,False,False,False,False
LINC01851,True,False,False,False,False
LINC01852,True,False,False,False,False
LINC01853,True,False,False,False,False
LINC01854,True,False,False,False,False
LINC01855,True,False,False,False,False
LINC01856,True,False,False,False,False
LINC01857,True,False,False,False,False
LINC01858,True,False,False,False,False
LINC01859,True,False,False,False,False
LINC01861,True,False,False,False,False
LINC01862,True,False,False,False,False
LINC01863,True,False,False,False,False
LINC01864,True,False,False,False,False
LINC01865,True,False,False,False,False
LINC01866,True,False,False,False,False
LINC01867,True,False,False,False,False
LINC01868,True,False,False,False,False
LINC01869,True,False,False,False,False
LINC01870,True,False,False,False,False
LINC01871,True,False,False,False,False
LINC01872,True,False,False,False,False
LINC01873,True,False,False,False,False
LINC01874,True,False,False,False,False
LINC01875,True,False,False,False,False
LINC01876,True,False,False,False,False
LINC01877,True,False,False,False,False
LINC01878,True,False,False,False,False
LINC01879,True,False,False,False,False
LINC01880,True,False,False,False,False
LINC01883,True,False,False,False,False
LINC01884,True,False,False,False,False
LINC01885,True,False,False,False,False
LINC01886,True,False,False,False,False
LINC01887,True,False,False,False,False
LINC01888,True,False,False,False,False
LINC01889,True,False,False,False,False
LINC01890,True,False,False,False,False
LINC01891,True,False,False,False,False
LINC01892,True,False,False,False,False
LINC01893,True,False,False,False,False
LINC01894,True,False,False,False,False
LINC01895,True,False,False,False,False
LINC01896,True,False,False,False,False
LINC01897,True,False,False,False,False
LINC01898,True,False,False,False,False
LINC01899,True,False,False,False,False
LINC01900,True,False,False,False,False
LINC01901,True,False,False,False,False
LINC01902,True,False,False,False,False
LINC01903,True,False,False,False,False
LINC01904,True,False,False,False,False
LINC01905,True,False,False,False,False
LINC01906,True,False,False,False,False
LINC01907,True,False,False,False,False
LINC01908,True,False,False,False,False
LINC01909,True,False,False,False,False
LINC01910,True,False,False,False,False
LINC01911,True,False,False,False,False
LINC01912,True,False,False,False,False
LINC01913,True,False,False,False,False
LINC01914,True,False,False,False,False
LINC01915,True,False,False,False,False
LINC01916,True,False,False,False,False
LINC01917,True,False,False,False,False
LINC01918,True,False,False,False,False
LINC01919,True,False,False,False,False
LINC01920,True,False,False,False,False
LINC01921,True,False,False,False,False
LINC01922,True,False,False,False,False
LINC01923,True,False,False,False,False
LINC01924,True,False,False,False,False
LINC01925,True,False,False,False,False
LINC01926,True,False,False,False,False
LINC01927,True,False,False,False,False
LINC01928,True,False,False,False,False
LINC01929,True,False,False,False,False
LINC01931,True,False,False,False,False
LINC01932,True,False,False,False,False
LINC01933,True,False,False,False,False
LINC01934,True,False,False,False,False
LINC01935,True,False,False,False,False
LINC01936,True,False,False,False,False
LINC01937,True,False,False,False,False
LINC01938,True,False,False,False,False
LINC01939,True,False,False,False,False
LINC01940,True,False,False,False,False
LINC01941,True,False,False,False,False
LINC01942,True,False,False,False,False
LINC01943,True,False,False,False,False
LINC01944,True,False,False,False,False
LINC01945,True,False,False,False,False
LINC01946,True,False,False,False,False
LINC01947,True,False,False,False,False
LINC01948,True,False,False,False,False
LINC01949,True,False,False,False,False
LINC01950,True,False,False,False,False
LINC01951,True,False,False,False,False
LINC01952,True,False,False,False,False
LINC01953,True,False,False,False,False
LINC01954,True,False,False,False,False
LINC01955,True,False,False,False,False
LINC01956,True,False,False,False,False
LINC01957,True,False,False,False,False
LINC01958,True,False,False,False,False
LINC01959,True,False,False,False,False
LINC01960,True,False,False,False,False
LINC01961,True,False,False,False,False
LINC01962,True,False,False,False,False
LINC01963,True,False,False,False,False
LINC01964,True,False,False,False,False
LINC01965,True,False,False,False,False
LINC01966,True,False,False,False,False
LINC01967,True,False,False,False,False
LINC01968,True,False,False,False,False
LINC01969,True,False,False,False,False
LINC01970,True,False,False,False,False
LINC01971,True,False,False,False,False
LINC01972,True,False,False,False,False
LINC01973,True,False,False,False,False
LINC01974,True,False,False,False,False
LINC01975,True,False,False,False,False
LINC01976,True,False,False,False,False
LINC01977,True,False,False,False,False
LINC01978,True,False,False,False,False
LINC01979,True,False,False,False,False
LINC01980,True,False,False,False,False
LINC01981,True,False,False,False,False
LINC01982,True,False,False,False,False
LINC01983,True,False,False,False,False
LINC01984,True,False,False,False,False
LINC01985,True,False,False,False,False
LINC01986,True,False,False,False,False
LINC01987,True,False,False,False,False
LINC01988,True,False,False,False,False
LINC01989,True,False,False,False,False
LINC01990,True,False,False,False,False
LINC01991,True,False,False,False,False
LINC01992,True,False,False,False,False
LINC01993,True,False,False,False,False
LINC01994,True,False,False,False,False
LINC01995,True,False,False,False,False
LINC01996,True,False,False,False,False
LINC01997,True,False,False,False,False
LINC01998,True,False,False,False,False
LINC01999,True,False,False,False,False
LINC02000,True,False,False,False,False
LINC02001,True,False,False,False,False
LINC02002,True,False,False,False,False
LINC02003,True,False,False,False,False
LINC02004,True,False,False,False,False
LINC02005,True,False,False,False,False
LINC02008,True,False,False,False,False
LINC02009,True,False,False,False,False
LINC02010,True,False,False,False,False
LINC02011,True,False,False,False,False
LINC02012,True,False,False,False,False
LINC02013,True,False,False,False,False
LINC02014,True,False,False,False,False
LINC02015,True,False,False,False,False
LINC02016,True,False,False,False,False
LINC02017,True,False,False,False,False
LINC02018,True,False,False,False,False
LINC02019,True,False,False,False,False
LINC02020,True,False,False,False,False
LINC02021,True,False,False,False,False
LINC02022,True,False,False,False,False
LINC02023,True,False,False,False,False
LINC02024,True,False,False,False,False
LINC02025,True,False,False,False,False
LINC02026,True,False,False,False,False
LINC02027,True,False,False,False,False
LINC02029,True,False,False,False,False
LINC02030,True,False,False,False,False
LINC02031,True,False,False,False,False
LINC02032,True,False,False,False,False
