record_id	asset_class	relative_path	filename	file_extension	byte_size	sha1	release_status	redistribution_class	formal_role	linked_figure_or_analysis	source_or_generator	notes
T4H-0256	CONFIGURATION	reproducibility_release/release_candidate_v1.0/configs/configs/datasets/real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise10.yaml	real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise10.yaml	.yaml	2263	c484f043f91ebdd21f74f3bce55fc814d4b5ab1b	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	FORMAL machine-readable configuration	supporting configuration	configs/datasets/real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise10.yaml	
T4H-0257	CONFIGURATION	reproducibility_release/release_candidate_v1.0/configs/configs/datasets/real_brca7_endothelial_marker_missing_epithelial_cells_sc_missing_endothelial_cells.yaml	real_brca7_endothelial_marker_missing_epithelial_cells_sc_missing_endothelial_cells.yaml	.yaml	2207	903b4c6007d97f76d09017e1e35ce3ddbcc4e8d2	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	FORMAL machine-readable configuration	supporting configuration	configs/datasets/real_brca7_endothelial_marker_missing_epithelial_cells_sc_missing_endothelial_cells.yaml	
T4H-0258	CONFIGURATION	reproducibility_release/release_candidate_v1.0/configs/configs/datasets/real_brca7_endothelial_marker_missing_epithelial_cells_sc_missing_endothelial_cells_scnoise10.yaml	real_brca7_endothelial_marker_missing_epithelial_cells_sc_missing_endothelial_cells_scnoise10.yaml	.yaml	2217	c498a08e828a3dd8204fd32f542bc16d40d703e5	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	FORMAL machine-readable configuration	supporting configuration	configs/datasets/real_brca7_endothelial_marker_missing_epithelial_cells_sc_missing_endothelial_cells_scnoise10.yaml	
T4H-0259	CONFIGURATION	reproducibility_release/release_candidate_v1.0/configs/configs/fig3b_highres_profile_mask_enrichment.json	fig3b_highres_profile_mask_enrichment.json	.json	615	8faa3c87173903eaf3740de95922af42f3a09b41	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	FORMAL machine-readable configuration	supporting configuration	configs/fig3b_highres_profile_mask_enrichment.json	
T4H-0260	CONFIGURATION	reproducibility_release/release_candidate_v1.0/configs/configs/highres_targeted_validation_fig2c.json	highres_targeted_validation_fig2c.json	.json	378	63a77086b9429b0ebeb899a032ebbef57914e514	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	FORMAL machine-readable configuration	supporting configuration	configs/highres_targeted_validation_fig2c.json	
T4H-0261	CONFIGURATION	reproducibility_release/release_candidate_v1.0/configs/configs/highres_targeted_validation_fig2d.csv	highres_targeted_validation_fig2d.csv	.csv	1673	6f7b60856d847ca7d64e32671d36f8e46952b4fd	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	FORMAL machine-readable configuration	supporting configuration	configs/highres_targeted_validation_fig2d.csv	
T4H-0262	CONFIGURATION	reproducibility_release/release_candidate_v1.0/configs/configs/pipeline_presets.yaml	pipeline_presets.yaml	.yaml	116	dc1dcd2fe4065a70d9bbc8dbb039f80a080e590e	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	SUPPORTING machine-readable configuration	supporting configuration	configs/pipeline_presets.yaml	
T4H-0263	CONFIGURATION	reproducibility_release/release_candidate_v1.0/configs/configs/project_config.local.yaml.example	project_config.local.yaml.example	.example	383	26aff7f49618d7d7570c0c31e4cdd3c356519338	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	SUPPORTING machine-readable configuration	supporting configuration	configs/project_config.local.yaml.example	
T4H-0264	CONFIGURATION	reproducibility_release/release_candidate_v1.0/configs/visualizations/bioapp_experiment/bioapp_phase7_svtuner_aware_execution_against_frozen_cta_immune_endpoint/bioapp_phase7_stage3b_dataset_config.yaml	bioapp_phase7_stage3b_dataset_config.yaml	.yaml	642	785f34ac0607e3c78cb81a20ddb92eec8a372a63	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	FORMAL machine-readable configuration	supporting configuration	visualizations/bioapp_experiment/bioapp_phase7_svtuner_aware_execution_against_frozen_cta_immune_endpoint/bioapp_phase7_stage3b_dataset_config.yaml	
T4H-0265	FROZEN_MANIFEST_OR_RELEASE_RECORD	reproducibility_release/release_candidate_v1.0/manifests/dataset_manifest_v1.0.tsv	dataset_manifest_v1.0.tsv	.tsv	145810	64223e7846fc3cc8228a076b0f3e069742f58afe	INCLUDED_RELEASE_CANDIDATE	METADATA_ONLY	frozen provenance/experiment/release inventory record	Fig. 1-5 and reproducibility release	reproducibility_release/manifests/dataset_manifest_v1.0.tsv	Byte-identical copy; source frozen artifact is not modified.
T4H-0266	FROZEN_MANIFEST_OR_RELEASE_RECORD	reproducibility_release/release_candidate_v1.0/manifests/experiment_manifest_v1.0.tsv	experiment_manifest_v1.0.tsv	.tsv	97044	347539ed5677dc89318772333552d5944821a355	INCLUDED_RELEASE_CANDIDATE	METADATA_ONLY	frozen provenance/experiment/release inventory record	Fig. 1-5 and reproducibility release	reproducibility_release/manifests/experiment_manifest_v1.0.tsv	Byte-identical copy; source frozen artifact is not modified.
T4H-0267	FROZEN_MANIFEST_OR_RELEASE_RECORD	reproducibility_release/release_candidate_v1.0/manifests/manifest_v1.0_metadata.json	manifest_v1.0_metadata.json	.json	2284	0141fc28d9a106a8c7995a5a5658bf60fe298ef5	INCLUDED_RELEASE_CANDIDATE	METADATA_ONLY	frozen provenance/experiment/release inventory record	Fig. 1-5 and reproducibility release	reproducibility_release/manifests/manifest_v1.0_metadata.json	Byte-identical copy; source frozen artifact is not modified.
T4H-0268	FROZEN_MANIFEST_OR_RELEASE_RECORD	reproducibility_release/release_candidate_v1.0/manifests/manifest_v1.0_human_approval.json	manifest_v1.0_human_approval.json	.json	1720	711ae2b8a6d973725ab28e0423d5925fe90ca495	INCLUDED_RELEASE_CANDIDATE	METADATA_ONLY	frozen provenance/experiment/release inventory record	Fig. 1-5 and reproducibility release	reproducibility_release/manifests/manifest_v1.0_human_approval.json	Byte-identical copy; source frozen artifact is not modified.
T4H-0269	FROZEN_MANIFEST_OR_RELEASE_RECORD	reproducibility_release/release_candidate_v1.0/manifests/manifest_v1.0_freeze_report.md	manifest_v1.0_freeze_report.md	.md	2135	ed00f3643e577dea77f0b5d7248332ed5d022902	INCLUDED_RELEASE_CANDIDATE	METADATA_ONLY	frozen provenance/experiment/release inventory record	Fig. 1-5 and reproducibility release	reproducibility_release/manifests/manifest_v1.0_freeze_report.md	Byte-identical copy; source frozen artifact is not modified.
T4H-0270	FROZEN_MANIFEST_OR_RELEASE_RECORD	reproducibility_release/release_candidate_v1.0/manifests/release_manifest.tsv	release_manifest.tsv	.tsv	7765	9660b3fb9fbeee051289c6ab90fffe2a09ad8ec2	INCLUDED_RELEASE_CANDIDATE	METADATA_ONLY	frozen provenance/experiment/release inventory record	Fig. 1-5 and reproducibility release	reproducibility_release/release_manifest.tsv	Byte-identical copy; source frozen artifact is not modified.
T4H-0271	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0001_composite_stage3a_stage3b_recheck.csv	SV-0001_composite_stage3a_stage3b_recheck.csv	.csv	2652	36103b5c9aa4c2073224929d107e803175320610	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	joint simulation Stage3A/Stage3B audit values	Fig. 1 simulation values	visualizations/simulations/composite_stage3a_stage3b_recheck.csv	Quantitative derivative only; no provider raw matrix.
T4H-0272	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0002_simulation_stage3ab_joint_triptych_overview_stack_3datasets.json	SV-0002_simulation_stage3ab_joint_triptych_overview_stack_3datasets.json	.json	2735	161a23c97c7e8f277ef58d587ba178a913a22cdc	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	simulation overview manifest	Fig. 1 simulation values	visualizations/simulations/simulation_stage3ab_joint_triptych_overview_stack_3datasets.json	Quantitative derivative only; no provider raw matrix.
T4H-0273	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0003_composition_recovery_7mapping_methods_composite_no_noise_abstention_aware_cell_type.csv	SV-0003_composition_recovery_7mapping_methods_composite_no_noise_abstention_aware_cell_type.csv	.csv	69242	8d2923824778a6fc8d5ce1a289b3116fd1bc5978	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	no-noise whole-space evaluation source values	Fig. 1 no-noise results	visualizations/method_comparison/composite_no_noise/composition_recovery_7mapping_methods_composite_no_noise_abstention_aware_cell_type.csv	Quantitative derivative only; no provider raw matrix.
T4H-0274	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0004_composition_recovery_7mapping_methods_composite_no_noise_abstention_aware_scenario.csv	SV-0004_composition_recovery_7mapping_methods_composite_no_noise_abstention_aware_scenario.csv	.csv	11550	5c556f8a131b597a06c53ccf5527d6187d96e521	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	no-noise whole-space evaluation source values	Fig. 1 no-noise results	visualizations/method_comparison/composite_no_noise/composition_recovery_7mapping_methods_composite_no_noise_abstention_aware_scenario.csv	Quantitative derivative only; no provider raw matrix.
T4H-0275	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0005_composition_recovery_7mapping_methods_composite_no_noise_abstention_aware_summary.csv	SV-0005_composition_recovery_7mapping_methods_composite_no_noise_abstention_aware_summary.csv	.csv	549	6a763fd1959848b72f798c853d85a7734cb24e8e	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	no-noise whole-space evaluation source values	Fig. 1 no-noise results	visualizations/method_comparison/composite_no_noise/composition_recovery_7mapping_methods_composite_no_noise_abstention_aware_summary.csv	Quantitative derivative only; no provider raw matrix.
T4H-0276	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0006_composite_scnoise10_stage3ab_full_blank_summary.csv	SV-0006_composite_scnoise10_stage3ab_full_blank_summary.csv	.csv	1491	d55836c81ab16b9fb90e4cda5d8c8f65df74e9e0	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	10% reference-noise source values and execution audits	Fig. 1 10% reference-noise results	visualizations/method_comparison/composite_scnoise10_stage3ab_full/composite_scnoise10_stage3ab_full_blank_summary.csv	Quantitative derivative only; no provider raw matrix.
T4H-0277	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0007_composite_scnoise10_stage3ab_full_cell_type_values.csv	SV-0007_composite_scnoise10_stage3ab_full_cell_type_values.csv	.csv	73426	1bcd1a679dfdd37f2b1ce9fb62eb0e91374b82a6	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	10% reference-noise source values and execution audits	Fig. 1 10% reference-noise results	visualizations/method_comparison/composite_scnoise10_stage3ab_full/composite_scnoise10_stage3ab_full_cell_type_values.csv	Quantitative derivative only; no provider raw matrix.
T4H-0278	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0008_composite_scnoise10_stage3ab_full_input_audit.csv	SV-0008_composite_scnoise10_stage3ab_full_input_audit.csv	.csv	26001	dadc63c1427c1a63fc8a096c08dbdb11bd0855bf	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	10% reference-noise source values and execution audits	Fig. 1 10% reference-noise results	visualizations/method_comparison/composite_scnoise10_stage3ab_full/composite_scnoise10_stage3ab_full_input_audit.csv	Quantitative derivative only; no provider raw matrix.
T4H-0279	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0009_composite_scnoise10_stage3ab_full_method_summary.csv	SV-0009_composite_scnoise10_stage3ab_full_method_summary.csv	.csv	547	e03120b4b37f6fc0a580a60ded5c8f01ee6fe51a	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	10% reference-noise source values and execution audits	Fig. 1 10% reference-noise results	visualizations/method_comparison/composite_scnoise10_stage3ab_full/composite_scnoise10_stage3ab_full_method_summary.csv	Quantitative derivative only; no provider raw matrix.
T4H-0280	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0010_composite_scnoise10_stage3ab_full_paired_comparison.csv	SV-0010_composite_scnoise10_stage3ab_full_paired_comparison.csv	.csv	2500	ab15ccf62f0b1ced9e78ffbf95661a21be83fa6c	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	10% reference-noise source values and execution audits	Fig. 1 10% reference-noise results	visualizations/method_comparison/composite_scnoise10_stage3ab_full/composite_scnoise10_stage3ab_full_paired_comparison.csv	Quantitative derivative only; no provider raw matrix.
T4H-0281	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0011_composite_scnoise10_stage3ab_full_reused_method_audit.csv	SV-0011_composite_scnoise10_stage3ab_full_reused_method_audit.csv	.csv	45108	3d4a97b5b9e34dafc008be618ab6348c242ca282	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	10% reference-noise source values and execution audits	Fig. 1 10% reference-noise results	visualizations/method_comparison/composite_scnoise10_stage3ab_full/composite_scnoise10_stage3ab_full_reused_method_audit.csv	Quantitative derivative only; no provider raw matrix.
T4H-0282	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0012_composite_scnoise10_stage3ab_full_scenario_manifest.csv	SV-0012_composite_scnoise10_stage3ab_full_scenario_manifest.csv	.csv	9994	65d5d25e770af6c43bde0464208b4c11aaca2e95	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	10% reference-noise source values and execution audits	Fig. 1 10% reference-noise results	visualizations/method_comparison/composite_scnoise10_stage3ab_full/composite_scnoise10_stage3ab_full_scenario_manifest.csv	Quantitative derivative only; no provider raw matrix.
T4H-0283	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0013_composite_scnoise10_stage3ab_full_source_values.csv	SV-0013_composite_scnoise10_stage3ab_full_source_values.csv	.csv	23506	90eed5e77de233e6552f46f7763e256bf276b616	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	10% reference-noise source values and execution audits	Fig. 1 10% reference-noise results	visualizations/method_comparison/composite_scnoise10_stage3ab_full/composite_scnoise10_stage3ab_full_source_values.csv	Quantitative derivative only; no provider raw matrix.
T4H-0284	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0014_composite_scnoise10_stage3ab_full_stage3a_audit.csv	SV-0014_composite_scnoise10_stage3ab_full_stage3a_audit.csv	.csv	10480	24e37891a68d7a0915235aab519eb8c257bfcb53	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	10% reference-noise source values and execution audits	Fig. 1 10% reference-noise results	visualizations/method_comparison/composite_scnoise10_stage3ab_full/composite_scnoise10_stage3ab_full_stage3a_audit.csv	Quantitative derivative only; no provider raw matrix.
T4H-0285	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0015_composite_scnoise10_stage3ab_full_stage3b_audit.csv	SV-0015_composite_scnoise10_stage3ab_full_stage3b_audit.csv	.csv	6419	784ea1aaa10dbbad4f1d804b2ff6be420e281503	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	10% reference-noise source values and execution audits	Fig. 1 10% reference-noise results	visualizations/method_comparison/composite_scnoise10_stage3ab_full/composite_scnoise10_stage3ab_full_stage3b_audit.csv	Quantitative derivative only; no provider raw matrix.
T4H-0286	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0016_composite_scnoise10_stage3ab_full_svtuner_method_comparisons.csv	SV-0016_composite_scnoise10_stage3ab_full_svtuner_method_comparisons.csv	.csv	292	02b44687099936ca2504ad7861bf4ee921700ee4	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	10% reference-noise source values and execution audits	Fig. 1 10% reference-noise results	visualizations/method_comparison/composite_scnoise10_stage3ab_full/composite_scnoise10_stage3ab_full_svtuner_method_comparisons.csv	Quantitative derivative only; no provider raw matrix.
T4H-0287	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0017_composite_scnoise10_stage3ab_full_vs_old_stage3b_only.csv	SV-0017_composite_scnoise10_stage3ab_full_vs_old_stage3b_only.csv	.csv	2564	47a0bf634cdfe70511df43e8c14a64d491743089	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	10% reference-noise source values and execution audits	Fig. 1 10% reference-noise results	visualizations/method_comparison/composite_scnoise10_stage3ab_full/composite_scnoise10_stage3ab_full_vs_old_stage3b_only.csv	Quantitative derivative only; no provider raw matrix.
T4H-0288	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0018_composite_scnoise10_stage3ab_full_guardrails.json	SV-0018_composite_scnoise10_stage3ab_full_guardrails.json	.json	12206	242f8a9d171e72afa46aa009a362704b85bdea85	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	10% reference-noise summaries and guardrails	Fig. 1 10% reference-noise results	visualizations/method_comparison/composite_scnoise10_stage3ab_full/composite_scnoise10_stage3ab_full_guardrails.json	Quantitative derivative only; no provider raw matrix.
T4H-0289	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0019_composite_scnoise10_stage3ab_full_summary.json	SV-0019_composite_scnoise10_stage3ab_full_summary.json	.json	1699	278fae3ee21e9378328174d3041df55b7f76ed6e	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	10% reference-noise summaries and guardrails	Fig. 1 10% reference-noise results	visualizations/method_comparison/composite_scnoise10_stage3ab_full/composite_scnoise10_stage3ab_full_summary.json	Quantitative derivative only; no provider raw matrix.
T4H-0290	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0020_spot_foundation.csv	SV-0020_spot_foundation.csv	.csv	731702	11296a7bbf947165d53da420f9c3ff4c1d2a12c2	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	spot-level profile-mask foundation	Fig. 2 profile-masking results	result/real_profile_mask_foundation/adult_mouse_kidney_real_profile_mask_endo/spot_foundation.csv	Quantitative derivative only; no provider raw matrix.
T4H-0291	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0021_spot_foundation.csv	SV-0021_spot_foundation.csv	.csv	2233237	2118d5d5022c3f4031de5f1e0ba6e3f367521f43	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	spot-level profile-mask foundation	Fig. 2 profile-masking results	result/real_profile_mask_foundation/ffpe_mouse_brain_sagittal_real_profile_mask_microglia/spot_foundation.csv	Quantitative derivative only; no provider raw matrix.
T4H-0292	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0022_spot_foundation.csv	SV-0022_spot_foundation.csv	.csv	628591	675c41cf3c90112b51182b3d0ed3290bfb448bbb	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	spot-level profile-mask foundation	Fig. 2 profile-masking results	result/real_profile_mask_foundation/human_breast_cancer_real_profile_mask_basal_cell/spot_foundation.csv	Quantitative derivative only; no provider raw matrix.
T4H-0293	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0023_spot_foundation.csv	SV-0023_spot_foundation.csv	.csv	1381505	57516d3c540008badc6aa3c83817590b4a933cf6	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	spot-level profile-mask foundation	Fig. 2 profile-masking results	result/real_profile_mask_foundation/human_breast_cancer_visium_ff_wta_real_profile_mask_macrophage/spot_foundation.csv	Quantitative derivative only; no provider raw matrix.
T4H-0294	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0024_spot_foundation.csv	SV-0024_spot_foundation.csv	.csv	1252695	59cc1bb377fb1537d03b8571dd735062f16a0acc	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	spot-level profile-mask foundation	Fig. 2 profile-masking results	result/real_profile_mask_foundation/human_breast_cancer_wta_120_real_profile_mask_endothelial_cell/spot_foundation.csv	Quantitative derivative only; no provider raw matrix.
T4H-0295	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0025_spot_foundation.csv	SV-0025_spot_foundation.csv	.csv	763630	c980dd9885634aa33cef8725cd97f08be8145152	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	spot-level profile-mask foundation	Fig. 2 profile-masking results	result/real_profile_mask_foundation/human_cervical_cancer_real_profile_mask_epithelial_cell/spot_foundation.csv	Quantitative derivative only; no provider raw matrix.
T4H-0296	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0026_spot_foundation.csv	SV-0026_spot_foundation.csv	.csv	59020	87fbf18b73a9fcd628d5c3a35aa927472bb336a5	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	spot-level profile-mask foundation	Fig. 2 profile-masking results	result/real_profile_mask_foundation/human_heart_ff_real_profile_mask_endothelial_cell/spot_foundation.csv	Quantitative derivative only; no provider raw matrix.
T4H-0297	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0027_spot_foundation.csv	SV-0027_spot_foundation.csv	.csv	739161	6cc8af61d6b72e50ffcfa76bd5061036bcbbfdea	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	spot-level profile-mask foundation	Fig. 2 profile-masking results	result/real_profile_mask_foundation/human_intestine_cancer_real_profile_mask_endothelial_cell/spot_foundation.csv	Quantitative derivative only; no provider raw matrix.
T4H-0298	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0028_spot_foundation.csv	SV-0028_spot_foundation.csv	.csv	935486	4f02585f9e33c8f27fcebc627847d700e11fea88	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	spot-level profile-mask foundation	Fig. 2 profile-masking results	result/real_profile_mask_foundation/human_lymph_node_real_profile_mask_b_cell/spot_foundation.csv	Quantitative derivative only; no provider raw matrix.
T4H-0299	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0029_spot_foundation.csv	SV-0029_spot_foundation.csv	.csv	1516602	00eadf29288d0074216a67bdc84b14b42c6e013c	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	spot-level profile-mask foundation	Fig. 2 profile-masking results	result/real_profile_mask_foundation/mouse_embryo_real_profile_mask_erythroid/spot_foundation.csv	Quantitative derivative only; no provider raw matrix.
T4H-0300	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0030_fig2d_profile_mask_benchmark_profile_mask_manifest.csv	SV-0030_fig2d_profile_mask_benchmark_profile_mask_manifest.csv	.csv	2245	bf5b5dd8e01a014db563be338c6230e5885242f0	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	low-resolution enrichment benchmark source values	Fig. 2 enrichment source values	visualizations/cytospace_fig2d_profile_mask_benchmark/fig2d_profile_mask_benchmark_profile_mask_manifest.csv	Quantitative derivative only; no provider raw matrix.
T4H-0301	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0031_fig2d_profile_mask_benchmark_source_values.csv	SV-0031_fig2d_profile_mask_benchmark_source_values.csv	.csv	8833	77aaf34b35dde53837b0c47b8ed313bb566a3a85	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	low-resolution enrichment benchmark source values	Fig. 2 enrichment source values	visualizations/cytospace_fig2d_profile_mask_benchmark/fig2d_profile_mask_benchmark_source_values.csv	Quantitative derivative only; no provider raw matrix.
T4H-0302	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0032_fig2c_cd4_ce9_stage3_detected_macrophage_mask_metrics.csv	SV-0032_fig2c_cd4_ce9_stage3_detected_macrophage_mask_metrics.csv	.csv	590	f2a485d3ae7c482feff851b6a72f87ef7648d78f	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	representative enrichment source values	Fig. 2 enrichment source values	visualizations/cytospace_fig2c_melanoma_stage3_profile_mask/fig2c_cd4_ce9_stage3_detected_macrophage_mask_metrics.csv	Quantitative derivative only; no provider raw matrix.
T4H-0303	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0033_cd4_t_cells_distance_groups.csv	SV-0033_cd4_t_cells_distance_groups.csv	.csv	96799	b28fe5aadb55dea555dc6a925d66a81af0068250	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	retained baseline and SVTuner enrichment curves/summaries	Fig. 2 enrichment source values	result/cytospace_fig2c_melanoma_mel1_rep2_screen_mask_macrophages/fig2c_strict_cd4_ce9/baseline/cd4_t_cells_distance_groups.csv	Quantitative derivative only; no provider raw matrix.
T4H-0304	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0034_cd4_t_cells_enrichment_curve.csv	SV-0034_cd4_t_cells_enrichment_curve.csv	.csv	1030156	e5122e875b51d235342b7c7f1ea5f58f2db234fd	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	retained baseline and SVTuner enrichment curves/summaries	Fig. 2 enrichment source values	result/cytospace_fig2c_melanoma_mel1_rep2_screen_mask_macrophages/fig2c_strict_cd4_ce9/baseline/cd4_t_cells_enrichment_curve.csv	Quantitative derivative only; no provider raw matrix.
T4H-0305	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0035_fig2c_official_enrichment_summary.csv	SV-0035_fig2c_official_enrichment_summary.csv	.csv	341	56678e60e4f59a75cce9482b36824a0c03b42f23	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	retained baseline and SVTuner enrichment curves/summaries	Fig. 2 enrichment source values	result/cytospace_fig2c_melanoma_mel1_rep2_screen_mask_macrophages/fig2c_strict_cd4_ce9/baseline/fig2c_official_enrichment_summary.csv	Quantitative derivative only; no provider raw matrix.
T4H-0306	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0036_cd4_t_cells_distance_groups.csv	SV-0036_cd4_t_cells_distance_groups.csv	.csv	97691	3d3b54c870e828f9d48697c59cf2e173cdc0e7a9	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	retained baseline and SVTuner enrichment curves/summaries	Fig. 2 enrichment source values	result/cytospace_fig2c_melanoma_mel1_rep2_screen_mask_macrophages/fig2c_strict_cd4_ce9/route2/cd4_t_cells_distance_groups.csv	Quantitative derivative only; no provider raw matrix.
