record_id	asset_kind	asset_id_or_path	source_layer	frozen_manifest_class	release_classification	included_as_file	release_action	notes
RED-SV-137	processed_source_value	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/svtuner_endpoint_score_by_spot.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-138	processed_source_value	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/withheld_enrichment_summary.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-139	processed_source_value	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/withheld_pr_curve.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-140	processed_source_value	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/withheld_roc_curve.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-141	processed_source_value	visualizations/bioapp_experiment/fig5b_auprc_formal_audit/excluded_endpoint_360_spots.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-142	processed_source_value	visualizations/bioapp_experiment/fig5b_auprc_formal_audit/formal_analysis_1888_spots.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-143	processed_source_value	visualizations/bioapp_experiment/fig5b_auprc_formal_audit/precision_recall_curve.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-144	processed_source_value	visualizations/bioapp_experiment/fig5b_auprc_formal_audit/roc_curve.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-145	processed_source_value	visualizations/bioapp_experiment/bioapp_downstream_phase_d0_morphology_domain_boundary_freeze/phase_d0_frozen_morphology_domain_and_boundary_by_spot.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-146	processed_source_value	visualizations/bioapp_experiment/bioapp_downstream_phase_d0_morphology_domain_boundary_freeze/phase_d0_interface_band_by_domain.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-147	processed_source_value	visualizations/bioapp_experiment/bioapp_downstream_phase_d1_morphology_and_interface_analysis/panel_g_morphology_domain_concordance_summary.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-148	processed_source_value	visualizations/bioapp_experiment/bioapp_downstream_phase_d1_morphology_and_interface_analysis/panel_h_tumor_stroma_interface_topology_summary.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-149	processed_source_value	visualizations/bioapp_experiment/bioapp_downstream_phase_d1_morphology_and_interface_analysis/phase_d1_downstream_analysis_by_spot.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-150	processed_source_value	visualizations/bioapp_experiment/bioapp_downstream_phase_d2_statistical_strengthening/bootstrap_results.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-151	processed_source_value	visualizations/bioapp_experiment/bioapp_downstream_phase_d2_statistical_strengthening/panel_g_statistics.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-152	processed_source_value	visualizations/bioapp_experiment/bioapp_downstream_phase_d2_statistical_strengthening/panel_h_statistics.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-153	processed_source_value	visualizations/bioapp_experiment/bioapp_downstream_phase_d2_statistical_strengthening/permutation_results.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-154	processed_source_value	visualizations/bioapp_experiment/bioapp_downstream_phase_d3_microenvironment_context_validation/bootstrap_results.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-155	processed_source_value	visualizations/bioapp_experiment/bioapp_downstream_phase_d3_microenvironment_context_validation/moran_statistics.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-156	processed_source_value	visualizations/bioapp_experiment/bioapp_downstream_phase_d3_microenvironment_context_validation/neighbor_enrichment.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-157	processed_source_value	visualizations/bioapp_experiment/bioapp_downstream_phase_d3_microenvironment_context_validation/niche_assignment.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-158	processed_source_value	visualizations/bioapp_experiment/bioapp_downstream_phase_d3_microenvironment_context_validation/niche_statistics.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-159	processed_source_value	visualizations/bioapp_experiment/bioapp_downstream_phase_d3_microenvironment_context_validation/niche_summary.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-160	processed_source_value	visualizations/bioapp_experiment/bioapp_downstream_phase_d3_microenvironment_context_validation/permutation_results.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-161	processed_source_value	visualizations/bioapp_experiment/bioapp_downstream_phase_d3_microenvironment_context_validation/spot_microenvironment_table.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
